abstract;URL;title;date;numPage;language;doi;volume;
N/A;http://dx.doi.org/10.4324/9781003154037-29;Covid-19 and migrant workers 1;5/4/2021;302;N/A;;1;
N/A;http://dx.doi.org/10.4324/9781003154037-19;The US; South Korea; and Covid-19;5/4/2021;191;N/A;;N/A;
N/A;http://dx.doi.org/10.4324/9781003142089-12;Inequalities and COVID-19 1;4/2/2021;123;N/A;;N/A;
N/A;http://dx.doi.org/10.4324/9781003142089-7;Ecology; democracy; and COVID-19;4/2/2021;67;N/A;;1;
N/A;http://dx.doi.org/10.4324/9781003142089-1;COVID-19;4/2/2021;8;N/A;;N/A;
N/A;http://dx.doi.org/10.4324/9781003142065-9;COVID-19 and reproductive injustice;4/2/2021;93;N/A;;N/A;
N/A;http://dx.doi.org/10.25060/residpediatr-2020.v10n2-355;Asthma and COVID-19;4/13/2021;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.5772/intechopen.97482;COVID-19 and Cancer: Biological Interconnection and Treatment;5/4/2021;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.4324/9781003154037-9;Thailand and Covid-19;5/4/2021;97;N/A;;N/A;
<jats:title>Abstract</jats:title> How to make sense of the current COVID-19 crisis? While many people rely on official statements made by governments; scientific institutions; and experts for answering this question; others do not. Recently; the Dutch newspaper NRC Handelsblad reported on people who adhere to the conspirational theory that the current COVID-19 crisis is linked to the introduction of 5G technology. These people point; for example; to so-called 5G experiments in the province of Wuhan; China; where the current COVID-19 crisis started in 2019. The â€œcovid-spiracyâ€ theory suggests that behind the societal curtains; elites are trying to deal with the problem of overpopulation by means of introducing 5G and blaming COVID-19 for the negative side effects. On Facebook and Twitter; people are actively discussing these theories with increasing momentum. And; inspired by theories on the adverse effects of 5G; people have tried to destroy 5G technology and hinder the spread of this technology in the Netherlands.</jats:p>;N/A;N/A;N/A;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.4324/9781003154037-22;Cuba dancing with Covid-19;5/4/2021;228;N/A;;1;
N/A;http://dx.doi.org/10.4324/9781003154037-6;India; Kerala and Covid-19;5/4/2021;60;N/A;;N/A;
N/A;http://dx.doi.org/10.4324/9781003154037-11;Iran and Covid-19;5/4/2021;111;N/A;;N/A;
N/A;N/A;N/A;N/A;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.4324/9781003154037-16;Germany and Covid-19;5/4/2021;162;N/A;;N/A;
N/A;http://dx.doi.org/10.4324/9781003154037-20;The United States and Covid-19;5/4/2021;202;N/A;;N/A;
N/A;http://dx.doi.org/10.4324/9781003154037-21;Brazil; South America and Covid-19;5/4/2021;218;N/A;;N/A;
N/A;N/A;N/A;N/A;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.4324/9781003154037-12;Saudi Arabia and Covid-19;5/4/2021;121;N/A;;N/A;
N/A;http://dx.doi.org/10.4324/9781003154037-8;Indonesia and Covid-19;5/4/2021;87;N/A;;N/A;
N/A;N/A;N/A;N/A;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.2196/preprints.30124;COVID Tongue: A new manifestation of COVID-19 â€“ A Call to Action (Preprint);5/12/2021;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.1101/2021.05.20.21257387;Deep Covid - Covid Diagnosis Using Deep Neural Networks and Transfer Learning;5/30/2021;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.1515/9780271091723-003;COVID Dawn;5/31/2021;21;N/A;;N/A;
N/A;http://dx.doi.org/10.1515/9780271091723-002;COVID-19 Diary;5/31/2021;17;N/A;;N/A;
N/A;http://dx.doi.org/10.1136/bmj.m2815;Covid-19: What do we know about â€œlong covidâ€?;6/13/2021;2815;en;;N/A;
N/A;http://dx.doi.org/10.23912/9781911635703-4429;The economic; social and environmental impacts of COVID 19;6/17/2021;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.4103/ijsp.ijsp_339_20;Psychosocial rehabilitation: Pre-COVID; during COVID; and Post-COVID era;1/18/2021;18;en;;N/A;
N/A;http://dx.doi.org/10.37423/200601135;CONTÃGIO E VIRULÃŠNCIA: COVID-19 E A PRÃ“XIMA PANDEMIA;9/29/2020;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.37423/200601136;COVID-19: TRAJETÃ“RIA ATUAL E FUTURA;9/29/2020;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.37423/200501013;A LEGISLAÃ‡ÃƒO TRABALHISTA RELACIONADA AO COVID-19 EM PORTUGAL;8/17/2020;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.37423/200501007;A LEGISLAÃ‡ÃƒO TRABALHISTA RELACIONADA AO COVID-19 NA FRANÃ‡A;8/17/2020;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.37423/200501018;EMPLOYMENT LAW AND COVID-19 IN THE UNITED STATES OF AMERICA;8/17/2020;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.37423/200501008;COVID-19 EN GUATEMALA: ENTRE REALIDADES; MEDIDAS Y LEGISLACIÃ“N LABORAL;8/17/2020;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.37423/200501010;MAATREGELEN GERELATEERD AAN COVID-19 IN NEDERLAND;8/17/2020;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.37423/200501005;LA NORMATIVA EN MATERIA LABORAL RELACIONADA CON EL COVID-19 EN COLOMBIA;8/17/2020;N/A;N/A;;2;
N/A;http://dx.doi.org/10.37423/200501012;LA LEGISLACIÃ“N LABORAL FRENTE AL COVID-19 EN EL PERÃš;8/17/2020;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.37423/200501002;A LEGISLAÃ‡ÃƒO TRABALHISTA RELACIONADA AO COVID-19 NO BRASIL;8/17/2020;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.37423/200501009;LA LEGISLAZIONE DEL LAVORO NELLâ€™EMERGENZA COVID-19 IN ITALIA;8/17/2020;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.37423/200501014;BREVE ANÃLISIS DE LA INFLUENCIA DE COVID-19 EN EL ÃMBITO LABORAL EN ESPAÃ‘A1;8/17/2020;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.1158/1557-3265.covid-19-21-s11-04;Abstract S11-04: Using CXR-Net to detect COVID-19 and non-COVID-19 patients;3/29/2021;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.1164/ajrccm-conference.2021.203.1_meetingabstracts.a2450;COVID AnTicks: Not All Infiltrates Are COVID Related;5/7/2021;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.2307/j.ctv1b74222.28;Covid et Africains :;12/4/2020;238;N/A;;N/A;
N/A;http://dx.doi.org/10.3389/fpsyg.2020.607064;Measuring Psychosocial Reactions to COVID-19: The COVID Reaction Scales (COVID-RS) as a New Assessment Tool;5/18/2021;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.18231/j.ijirm.2020.021;Empirical pharmacotherapy of COVID-19;5/20/2020;27;N/A;;N/A;
N/A;http://dx.doi.org/10.47183/mes.2020.003;Genetic determinants of the response to coronavirus infection COVID-19;10/24/2020;N/A;ru;;N/A;
N/A;http://dx.doi.org/10.22215/currrg/2020.tracingcovid19data;Tracing COVID-19 Data: Data and Technological Citizenship during the COVID-19 Pandemic;7/7/2020;N/A;en;;N/A;
N/A;http://dx.doi.org/10.46281/ijafr.v6i2.1068;IMPACT OF INFORMATION TECHNOLOGY AND DIGITALIZATION ON BANKING STRATEGY PRE-COVID-19; CHALLENGES IN THE COVID ERA AND POST-COVID STAKES;4/9/2021;73;N/A;;N/A;
N/A;http://dx.doi.org/10.21203/rs.3.rs-559099/v1;Patient-reported Outcome Measures After Hospitalization During the COVID-19 Pandemic; a Survey Among COVID-19 and Non-COVID-19 Patients.;6/7/2021;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.37423/200501001;AUSTRALIAâ€™S ECONOMIC MEASURES AND EMPLOYMENT LAWS CHANGES IN RESPONSE TO COVID-19;9/25/2020;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.1007/s00101-020-00862-y;FX06-COVID: Verbesserung der Oxygenierung durch FX06 in Intensivpatienten mit schweren VerlÃ¤ufen von COVID-19;1/15/2021;72;de;;N/A;
N/A;http://dx.doi.org/10.3928/19382359-20201014-01;Current Status of the COVID-19 Pandemic; Influenza and COVID-19 Together; and COVID-19 Viral Variants;4/19/2021;N/A;en;;N/A;
N/A;http://dx.doi.org/10.1038/s41420-021-00464-6;Long COVID: an estrogen-associated autoimmune disease?;4/13/2021;N/A;en;;N/A;
N/A;http://dx.doi.org/10.2174/2666958702101010006;Genomic Variation and Treatment Strategies of COVID-19: A Descriptive Review;3/16/2021;19;en;;N/A;
N/A;http://dx.doi.org/10.2174/2666958702101010032;The Expanding Role of Digital Therapeutics in the Post-COVID-19 Era;5/28/2021;27;en;;N/A;
N/A;http://dx.doi.org/10.1093/geront/gnaa200;COVID-19 Recommendations for Research From the Gerontological Society of America COVID-19 Task Force;4/17/2021;140;en;;10;
N/A;http://dx.doi.org/10.3390/covid1010002;Efficacy of a Polyphenolic; Standardized Green Tea Extract for the Treatment of COVID-19 Syndrome: A Proof-of-Principle Study;6/1/2021;12;en;;N/A;
N/A;http://dx.doi.org/10.1002/jmv.26624;Chronic COVID syndrome: Need for an appropriate medical terminology for longâ€COVID and COVID longâ€haulers;6/10/2021;2556;en;;N/A;
N/A;http://dx.doi.org/10.1080/07481187.2020.1818885;COVID-19 burnout; COVID-19 stress and resilience: Initial psychometric properties of COVID-19 Burnout Scale;6/11/2021;9;en;;N/A;
N/A;http://dx.doi.org/10.1007/978-3-030-70179-6_54;Counting COVID: Quantitative Geographical Approaches to COVID-19;6/19/2021;416;N/A;;N/A;
N/A;http://dx.doi.org/10.14293/s2199-1006.1.sor-med.cl0zebs.v1;UCL: Covid-19 Research;10/15/2020;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.14293/s2199-1006.1.sor-med.cla9yt7.v1;PLOS: COVID-19 pandemic;6/4/2020;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.14293/s2199-1006.1.sor-med.cl6u3s3.v1;Hindawi: COVID-19;6/4/2020;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.14293/s2199-1006.1.sor-uncat.clkkvvy.v1;Bioscientifica: COVID-19;11/13/2020;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.26226/morressier.5f884462c267945095ea79f0;Covid-19 Roundtable Discussion;12/14/2020;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.26226/morressier.5ebc4ac6ffea6f735881a4d8;Covid-19 and Pneumopericardium;11/30/2020;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.24019/2020.covid-19;Covid-19;2/3/2021;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.14293/s2199-1006.1.sor-med.clazjtt.v1;ACS: COVID-19 Coronavirus;4/19/2021;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.14293/s2199-1006.1.sor-med.clo1wg3.v1;Karger: Coronavirus / Covid-19;5/28/2021;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.26524/royal.37.1;COVID-19: THE SIEGE OF HUMANS WITH THE INVISIBLE MICROBIAL WORLD;9/29/2020;21;N/A;;N/A;
N/A;http://dx.doi.org/10.26524/royal.37.14;REBOOTING THE WORLD WITH INFORMATION TOOLS DURING COVID-19;9/29/2020;164;N/A;;N/A;
N/A;http://dx.doi.org/10.26524/royal.37.30;THE UNTAPPED ROLE OF AYURVEDA AND INDIAN MEDICINE TO COMBAT COVID 19;9/29/2020;295;N/A;;N/A;
N/A;http://dx.doi.org/10.26524/royal.37.24;ROLE OF PHYSICAL EXERCISE AND PHYSIOTHERAPY TO BOOST IMMUNITY DURING COVID -19;9/29/2020;247;N/A;;N/A;
N/A;http://dx.doi.org/10.15842/kjcp.2020.39.4.009;Effective Crisis Intervention Approaches and Activities Postâ€“COVID-19: Focusing on Crisis Intervention amid COVID-19;12/15/2020;381;en;;N/A;
N/A;http://dx.doi.org/10.21088/ijcer.2321.9815.8120.5;Functioning of Radiation Therapy During COVID-19 Pandemic in Red Zone COVID Hospital;9/7/2020;38;N/A;;N/A;
N/A;http://dx.doi.org/10.11610/cybsec02bg;Ð Ð¸ÑÐºÐ¾Ð²Ðµ Ð¸ Ð¿Ñ€ÐµÐ´Ð¸Ð·Ð²Ð¸ÐºÐ°Ñ‚ÐµÐ»ÑÑ‚Ð²Ð° Ð¿Ñ€ÐµÐ´ Ð·Ð°Ñ‰Ð¸Ñ‚Ð°Ñ‚Ð° Ð½Ð° Ð´Ð°Ð½Ð½Ð¸Ñ‚Ðµ Ð² ÐµÑ€Ð°Ñ‚Ð° Ð½Ð° COVID - 19;9/28/2020;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.11610/cybsec02;Risks & Challenges to Data Protection in COVID â€“ 19 era;9/28/2020;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.3390/ijerph18052621;Defining Post-COVID Symptoms (Post-Acute COVID; Long COVID; Persistent Post-COVID): An Integrative Classification;6/16/2021;2621;en;;36;
N/A;http://dx.doi.org/10.23880/oajmms-16000127;Introducing Covid-19 as an Evolutionary Metabolic Infecious Disease (EMID): The Prime Cause and Representing Alternative Treatment for COVID-19 (SARS-CoV-2);4/16/2021;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.1093/law-occ19/e3.013.3;Norway: Legal Response to Covid-19;4/29/2021;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.1093/law-occ19/e6.013.6;Republic of South Africa: Legal Response to Covid-19;4/30/2021;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.1093/law-occ19/e11.013.11;Italy: Legal Response to Covid-19;4/30/2021;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.1093/law-occ19/e16.013.16;Brazil: Legal Response to Covid-19;4/30/2021;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.1093/law-occ19/e1.013.1;Belgium: Legal Response to Covid-19;4/30/2021;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.1093/law-occ19/e10.013.10;Spain: Legal Response to Covid-19;4/30/2021;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.1093/law-occ19/e2.013.2;Federal Republic of Germany: Legal Response to Covid-19;4/30/2021;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.1093/law-occ19/e8.013.8;Hong Kong Special Administrative Region; Peopleâ€™s Republic of China: Legal Response to Covid-19;4/30/2021;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.1093/law-occ19/e13.013.13;Israel: Legal Response to Covid-19;4/30/2021;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.3390/nu13010039;Regular Use of VKA Prior to COVID-19 Associated with Lower 7-Day Survival in Hospitalized Frail Elderly COVID-19 Patients: The GERIA-COVID Cohort Study;5/6/2021;39;en;;N/A;
N/A;http://dx.doi.org/10.37200/ijpr/v24i5/pr2020720;COVID-19 Related Stigma; Examining the View of the General Public of Stigma toward People with COVID-19 in Iraq;5/21/2021;7115;N/A;;N/A;
N/A;http://dx.doi.org/10.1093/bjs/znab007;Risks of early mortality and pulmonary complications following surgery in patients with COVID-19;5/7/2021;159;en;;N/A;
N/A;http://dx.doi.org/10.2139/ssrn.3633174;COVID-19 in Pediatric Emergency: Presentations; Demographics; Contact with COVID-19 Cases; Return Visits and Disposition;8/28/2020;N/A;en;;N/A;
N/A;http://dx.doi.org/10.5772/intechopen.96815;The Link between Electrical Properties of COVID-19 and Electromagnetic Radiation;3/25/2021;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.5772/intechopen.96900;Cellular Therapy as Promising Choice of Treatment for COVID-19;3/25/2021;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.31483/r-75497;Otsenka vliianiia COVID-19 na mirovuiu ekonomiku;4/29/2021;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.2139/ssrn.3576381;SEMANGAT BELA NEGARA HADAPI PANDEMI COVID-19 (The Spirit of Depending the Country Faces COVID-19);6/4/2020;N/A;en;;N/A;
N/A;http://dx.doi.org/10.34235/661b87a2-2cef-48f6-85ba-e5341d80a7d5;Covid-19 city model of COVID-19 Spread;6/4/2020;N/A;en;;N/A;
N/A;http://dx.doi.org/10.5222/jtaps.2020.62333;COVID-19 pandemic and pediatric surgery;6/4/2020;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.37200/ijpr/v24i5/pr202057;COVID-19: Impact on Indian Agriculture;6/4/2020;3472;N/A;;N/A;
N/A;http://dx.doi.org/10.31752/idea.2020.20;Covid -19 á€€á€°á€µá€…á€€á€ºá€±á€›á€¬á€‚á€«á€€á€»á€±á€›á€¬á€€á€ºá€±á€”á€…á€‰á€º á€±á€›á€½á€±á€µá€±á€€á€¬á€€á€ºá€•á€½á€²á€™á€»á€¬á€µá€¡á€¬á€µ á€…á€®á€™á€³á€á€”á€·á€ºá€á€½á€²á€¼á€á€„á€ºá€µ - á€€á€­á€¯á€›á€®á€µá€šá€¬á€µá€žá€™á€¹á€™á€á€”á€­á€¯á€„á€ºá€„á€³á á€¡á€±á€›á€µá€•á€«á€žá€Šá€´á€º á€…á€™á€ºá€µá€žá€•á€ºá€á€»á€€á€º;6/4/2020;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.11610/it4sec.0136;Cyber threats modification during the COVID-19. Cyber pandemia;6/4/2020;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.2139/ssrn.3576328;PERAN BELA NEGARA MELAWAN COVID-19 (The Role of Defending the Country Againts COVID-19);6/4/2020;N/A;en;;N/A;
N/A;http://dx.doi.org/10.2139/ssrn.3617553;BELA NEGARA PARA PEMUDA MILENIAL DALAM MENANGGAPI COVID-19 (Defend Millennial Youth Countries in Responding to COVID-19);6/4/2020;N/A;en;;11;
N/A;http://dx.doi.org/10.1101/2020.11.01.20194233;Cohorting of Non-Critically Ill COVID-19 Patients: A Multicenter Survey Study (COVID-COHORT);11/7/2020;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.7249/rra248-6;COVID-19 Air Traffic Visualization: Worldwide Spread of COVID-19 Accelerated Starting on February 19; 2020;9/23/2020;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.7249/rra248-7;COVID-19 Air Traffic Visualization: African Anchor States Face Higher Risk of Importing COVID-19 Cases;9/23/2020;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.21276/irjps.2020.7.2.24;COVID-19 : AN OVERVIEW;9/13/2020;2343;N/A;;1;
N/A;http://dx.doi.org/10.17753/ekev1815;ERKEN DÃ–NEM COVÄ°D-19 PANDEMÄ°SÄ°NDE COVÄ°D-;3/30/2021;516;en;;N/A;
N/A;http://dx.doi.org/10.2174/2666796702666210329141042;Lipid lowering natural products targeting hPCSK9 may prevent the severity of COVID-19 infection;3/30/2021;N/A;en;;N/A;
N/A;http://dx.doi.org/10.22533/at.ed.43121290310;PERFIL EPIDEMIOLÃ“GICO DA COVID-19 NO ESTADO DA BAHIA;3/30/2021;126;N/A;;N/A;
N/A;http://dx.doi.org/10.22533/at.ed.4312129037;LESÃƒO RENAL AGUDA EM PACIENTES INFECTADOS PELO COVID -19;3/30/2021;83;N/A;;N/A;
N/A;http://dx.doi.org/10.1158/1557-3265.covid-19-21-p08;Abstract P08: Adenosine-based cancer immunotherapy for COVID-19;3/29/2021;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.18638/dialogo.2020.6.2.19;Theological and practical challenges in the Covid-19 pandemic;6/22/2020;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.18638/dialogo.2020.6.2.15;Religious Controversies in COVID-19;6/22/2020;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.2307/j.ctv1h45mcj.24;Planet COVID-19:;3/5/2021;276;N/A;;13;
N/A;http://dx.doi.org/10.2307/j.ctv1h45mcj.48;No Room for Family:;3/5/2021;526;N/A;;6;
N/A;http://dx.doi.org/10.2307/j.ctv1h45mcj.26;Digitally Mediated Motherhood during the COVID-19 Pandemic;3/5/2021;302;N/A;;N/A;
N/A;http://dx.doi.org/10.2307/j.ctv1h45mcj.36;Trans-cending COVID-19;3/5/2021;408;N/A;;N/A;
N/A;http://dx.doi.org/10.1016/b978-0-12-824536-1.00022-8;Robust and secured telehealth system for COVID-19 patients;5/22/2021;349;N/A;;N/A;
N/A;http://dx.doi.org/10.1016/b978-0-12-824536-1.00021-6;COVID-19â€“affected medical image analysis using DenserNet;5/22/2021;230;N/A;;N/A;
N/A;http://dx.doi.org/10.1016/b978-0-12-824536-1.00036-8;Time series analysis of the COVID-19 pandemic in Australia using genetic programming;5/22/2021;411;N/A;;N/A;
N/A;http://dx.doi.org/10.1016/b978-0-12-824536-1.00030-7;COVID-19 pandemic in India;5/22/2021;525;N/A;;N/A;
N/A;http://dx.doi.org/10.1016/b978-0-12-824536-1.00027-7;Forecast and prediction of COVID-19 using machine learning;5/22/2021;397;N/A;;N/A;
N/A;http://dx.doi.org/10.1016/b978-0-12-824536-1.00011-3;Machine-learning models for predicting survivability in COVID-19 patients;5/22/2021;336;N/A;;N/A;
N/A;http://dx.doi.org/10.1016/b978-0-12-824536-1.00029-0;An artificial intelligenceâ€“based decision support and resource management system for COVID-19 pandemic;5/22/2021;49;N/A;;70;
N/A;http://dx.doi.org/10.2307/j.ctv18gfz7c.22;COVID-19 and Global Inequality;1/9/2021;172;N/A;;49;
N/A;http://dx.doi.org/10.26717/bjstr.2020.32.005239;Asthma and COVID-19: Asthma as Risk Factor for COVID-19 Infection?;1/10/2021;N/A;N/A;;7;
N/A;http://dx.doi.org/10.2307/j.ctv18gfz7c.17;COVID-19 in Latin America:;1/9/2021;114;N/A;;N/A;
N/A;http://dx.doi.org/10.51432/978-1-8381524-7-5_3;Machine Learning and Artificial Intelligence in Marketing Applications During COVID-19 Pandemic;1/10/2021;31;N/A;;N/A;
N/A;http://dx.doi.org/10.51432/978-1-8381524-7-5_1;Integrated Marketing Communications in Contexts of Eco Tours in Porto (Portugal): Challenges (Post) Covid-19;1/10/2021;11;N/A;;N/A;
N/A;http://dx.doi.org/10.1332/policypress/9781447355076.003.0008;Postscript: Policing the COVID-19 pandemic;5/22/2021;110;N/A;;1;
N/A;http://dx.doi.org/10.21203/rs.3.rs-18591/v1;Infodemiological study on COVID-19 epidemic and COVID-19 infodemic;5/22/2021;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.2196/preprints.19135;Infodemiological study on COVID-19 epidemic and COVID-19 infodemic (Preprint);5/22/2021;N/A;N/A;;1;
N/A;http://dx.doi.org/10.51432/978-1-8381524-8-2_4;Online Consumption During and After the COVID 19 Pandemic: Evidence from Japan;5/21/2021;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.51432/978-1-8381524-8-2_7;Complex Risk Analysis of E-Commerce Companies Related to COVID 19;5/21/2021;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.35630/2199-885x/2021/11/1/ed1;COVID-MENTANDEMIC: COVID INDUCED MENTAL PANDEMIC;4/6/2021;11;N/A;;61;
N/A;http://dx.doi.org/10.2139/ssrn.3632992;SEMANGAT BELA NEGARA HADAPI PANDEMI COVID-19 (The Spirit of Defending Countries Face Pandemic COVID-19);7/1/2020;N/A;en;;N/A;
N/A;http://dx.doi.org/10.30687/978-88-6969-442-4/012;Will COVID-19 Change Oil Markets Forever?;7/31/2020;N/A;N/A;;1;
N/A;http://dx.doi.org/10.30687/978-88-6969-442-4/023;Human Skills & the AI COVID Challenge;7/31/2020;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.30687/978-88-6969-442-4/027;Travel and Tourism;7/31/2020;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.30687/978-88-6969-442-4/008;COVID-19 and the Stock Market;7/31/2020;N/A;N/A;;93;
N/A;http://dx.doi.org/10.30687/978-88-6969-442-4/017;The Implications of the COVID-19 Pandemic for Pensions;7/31/2020;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.30687/978-88-6969-442-4/028;European Football After COVID-19;7/31/2020;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.22541/au.162231994.47259672/v1;Outcomes of Extracorporeal Membrane Oxygenation in Influenza vs. COVID-19 During the First Wave of COVID-19;5/29/2021;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.2174/2666796701999201218142021;Impact of Metaheuristic Techniques in Pandemic of COVID-19;5/26/2021;N/A;en;;N/A;
N/A;http://dx.doi.org/10.37351/2020314.1;La ASAC en la pandemia COVID-19;5/26/2021;352;es;;N/A;
N/A;http://dx.doi.org/10.31618/esu.2413-9335.2020.6.73.691;POPULIST POLITICS DURING THE COVID-19 PANDEMIC;6/6/2020;32;N/A;;N/A;
N/A;http://dx.doi.org/10.2174/2666796701999201005212124;Impact of BCG Vaccine Against the Pandemic of Corona (COVID-19): A Review;6/4/2021;495;en;;N/A;
N/A;http://dx.doi.org/10.2174/2666796701999201005211854;Coronavirus Disease 2019 (COVID-19): Current Situation and Therapeutic Options;6/4/2021;491;en;;N/A;
N/A;http://dx.doi.org/10.2174/2666796701999201022192504;Nanomaterial: A Sustainable Way to Fight Against COVID-19;6/4/2021;447;en;;N/A;
N/A;http://dx.doi.org/10.2174/2666796701999201026203911;The Current Outbreak of COVID-19 with Reference to India;6/4/2021;459;en;;N/A;
N/A;http://dx.doi.org/10.2174/2666796701999201116212306;A Journey of Coronaviruses from Sporadic Outbreaks to COVID-19 Pandemic;6/4/2021;467;en;;N/A;
N/A;http://dx.doi.org/10.17211/tcd.809688;COVÄ°D-19â€™UN ZAYIF HALKASI: YAÅžLI NÃœFUS THE WEAK RING OF COVID-19: ELDERLY POPULATION;6/4/2021;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.18094/josc.699040;SaÄŸlÄ±k Ä°letiÅŸimi Perspektifinden Ä°nstagramda COVID-19 PaylaÅŸÄ±mlarÄ±nÄ±n Analizi: #COVID-19;6/4/2021;N/A;N/A;;N/A;
N/A;http://dx.doi.org/10.2139/ssrn.3598916;Mental Health and Covid-19: the Right to Mental Health during the COVID-19 Pandemic;2/1/2021;N/A;en;;N/A;
N/A;http://dx.doi.org/10.2174/2666796701999201123102216;COVID-19: A daily dose of yoga to cope with anxiety;11/24/2020;N/A;en;;N/A;
N/A;http://dx.doi.org/10.2174/2666796701999201123102516;Is there any role for IL-6 inhibition in COVID-19?;11/24/2020;N/A;en;;N/A;
N/A;http://dx.doi.org/10.1136/bmj.m1484;Covid-19: Death rate in England and Wales reaches record high because of covid-19;2/9/2021;1484;en;;N/A;
N/A;http://dx.doi.org/10.4149/cardiol_2020_5_6_4;GerontokardiolÃ³gia: COVID-19 / Gerontocardiology: COVID-19;2/2/2021;302;N/A;;N/A;
N/A;http://dx.doi.org/10.4149/cardiol_2020_5_6_1;MedicÃ­na; COVID-19; kardiolÃ³gia a rok 2020 / Medicine; COVID-19; cardiology and the year 2020;2/2/2021;277;N/A;;N/A;
N/A;http://dx.doi.org/10.32843/infrastruct49-26;WAYS OF SMALL BUSINESS DEVELOPMENT IN COVID-19;2/2/2021;N/A;uk;;N/A;
N/A;http://dx.doi.org/10.21100/gswr.v1i2.1143;COVID Racism against East Asian Community beyond Post-COVID 19;12/19/2020;117;N/A;;N/A;
N/A;http://dx.doi.org/10.17268/rmt.2020.v15i02.01;COVID-19 pandemic;6/1/2020;54;N/A;;N/A;
N/A;http://dx.doi.org/10.37351/2020314.10;Fecaloid peritonitis. Positive COVID postoperatively.;11/11/2020;517;es;;N/A;
N/A;http://dx.doi.org/10.4324/9781003154037-4;South Korea; Taiwan; Hong Kong; Singapore and Covid-19;5/4/2021;40;N/A;;N/A;
